1.000000E+3	6.916752E-1	-3.901698E+1
2.000000E+3	4.630443E-1	-5.810412E+1
3.000000E+3	3.346817E-1	-7.056493E+1
4.000000E+3	2.596710E-1	-7.697031E+1
5.000000E+3	2.116965E-1	-8.080109E+1
6.000000E+3	1.781181E-1	-8.425645E+1
7.000000E+3	1.550196E-1	-8.307996E+1
8.000000E+3	1.364694E-1	-8.476899E+1
9.000000E+3	1.208983E-1	-8.655511E+1
1.000000E+4	1.090524E-1	-8.795503E+1
1.100000E+4	9.932596E-2	-8.875814E+1
1.200000E+4	9.134263E-2	-8.953727E+1
1.300000E+4	8.661941E-2	8.980640E+1
1.400000E+4	8.139208E-2	-8.843297E+1
1.500000E+4	7.314973E-2	-8.903134E+1
1.600000E+4	6.873241E-2	-8.942706E+1
1.700000E+4	6.505660E-2	-8.996464E+1
1.800000E+4	6.152625E-2	8.975073E+1
1.900000E+4	5.855786E-2	8.899215E+1
2.000000E+4	5.603516E-2	8.866324E+1
2.100000E+4	5.334955E-2	8.814617E+1
2.200000E+4	5.084224E-2	8.825219E+1
2.300000E+4	4.874533E-2	8.775041E+1
2.400000E+4	4.725637E-2	8.648456E+1
2.500000E+4	4.484944E-2	8.674427E+1
2.600000E+4	4.343761E-2	8.652187E+1
2.700000E+4	4.195382E-2	8.532433E+1
2.800000E+4	4.034247E-2	8.580864E+1
2.900000E+4	3.854654E-2	8.922827E+1
3.000000E+4	4.003272E-2	8.683958E+1
3.100000E+4	3.863540E-2	8.682412E+1
3.200000E+4	3.738737E-2	8.641099E+1
3.300000E+4	3.618308E-2	8.631674E+1
3.400000E+4	3.505309E-2	8.643267E+1
3.500000E+4	3.397165E-2	8.578917E+1
3.600000E+4	3.300535E-2	8.578572E+1
3.700000E+4	3.213291E-2	8.538095E+1
3.800000E+4	2.942623E-2	8.756003E+1
3.900000E+4	3.032094E-2	8.559406E+1
4.000000E+4	2.946169E-2	8.512951E+1
